MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/11/12 17:09:52.610),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
19,page1-instructions,0,0.00000,509180184942,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.44702,0.10857,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,1,0.01678,509180352740,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.44702,0.10857,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,2,0.03299,509180514849,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.44702,0.10857,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,3,0.04895,509180674381,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,4,0.06567,509180841736,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,5,0.08209,509181005930,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,6,0.09872,509181172000,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,7,0.11481,509181333028,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,8,0.13150,509181499773,0.00000,0.00000,0.00000,0.00000,1,0,0.38163,0.09317,0,0.45298,0.11048,0,,0.63428,0.23219,8.70935,1.00164,0,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,2.43996,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,9,0.14825,509181667448,0.31775,0.23065,0.00000,0.00000,1,0,0.63551,0.46130,1,0.45298,0.11048,0,,0.64326,0.24309,9.39366,1.00164,1,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,3.37020,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,10,0.16461,509181831014,0.42135,0.30867,0.00000,0.00000,1,0,0.62854,0.46470,1,0.45298,0.11048,0,,0.64329,0.24351,9.27713,1.00164,1,0.62418,0.23974,7.37023,1.00164,0,0,0.00000,12,3.44145,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,11,0.18051,509181989953,0.63086,0.46162,0.00000,0.00000,1,0,0.62853,0.45885,1,0.45298,0.11048,0,,0.64328,0.24349,9.33540,1.01084,1,0.62418,0.23974,7.37023,1.01084,0,0,0.00000,12,3.40878,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,12,0.19702,509182155160,0.62043,0.41016,0.00000,0.00000,1,0,0.61000,0.35870,1,0.45298,0.11048,0,,0.64321,0.24320,9.50202,1.02005,1,0.62418,0.23974,7.37023,1.02005,0,0,0.00000,12,3.42251,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,13,0.21347,509182319570,0.62714,0.39272,0.00000,0.00000,1,0,0.64057,0.35785,1,0.45298,0.11048,0,,0.64328,0.24430,9.29113,1.02925,1,0.62418,0.23974,7.37023,1.02925,0,0,0.00000,12,3.59923,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,14,0.22949,509182479798,0.63038,0.35813,0.00000,0.00000,1,0,0.64057,0.35785,1,0.45298,0.11048,0,,0.64307,0.24403,9.49940,1.02925,1,0.62418,0.23974,7.37023,1.02925,0,0,0.00000,12,3.38088,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,15,0.24606,509182645502,0.55907,0.31651,0.00000,0.00000,1,0,0.48775,0.27490,1,0.45298,0.11048,0,,0.63829,0.23981,8.22942,1.02005,1,0.62418,0.23974,7.37023,1.02005,0,0,0.00000,12,3.84921,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,16,0.26251,509182810047,0.50827,0.27535,0.00000,0.00000,1,0,0.40667,0.19303,1,0.45298,0.11048,0,,0.63458,0.23619,9.92844,1.01084,1,0.62418,0.23974,7.37023,1.01084,0,0,0.00000,12,3.72113,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,17,0.27930,509182977788,0.43370,0.22032,0.00000,0.00000,1,0,0.40667,0.19303,1,0.45298,0.11048,0,,0.63483,0.23560,9.54947,1.01084,1,0.62418,0.23974,7.37023,1.01084,0,0,0.00000,12,4.21690,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,18,0.29846,509183169513,0.40649,0.15428,0.00000,0.00000,1,0,0.37928,0.08824,1,0.45298,0.11048,0,,0.63369,0.23414,9.72661,1.02005,1,0.62418,0.23974,7.37023,1.02005,0,0,0.00000,12,4.23775,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,19,0.31430,509183328015,0.40005,0.12792,0.00000,0.00000,1,0,0.38718,0.07521,1,0.45298,0.11048,0,,0.63349,0.23258,9.12579,1.02925,1,0.62418,0.23974,7.37023,1.02925,0,0,0.00000,12,4.59591,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,20,0.32877,509183472401,0.38387,0.07644,0.00000,0.00000,1,0,0.38516,0.06588,1,0.45298,0.11048,0,,0.63350,0.23285,9.16187,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,4.55881,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,21,0.34497,509183634663,0.39712,0.07973,0.00000,0.00000,1,0,0.41037,0.08302,1,0.45298,0.11048,0,,0.63356,0.23364,8.83040,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,4.31662,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,22,0.36176,509183802568,0.39716,0.08240,0.00000,0.00000,1,0,0.39725,0.08775,1,0.45298,0.11048,0,,0.63401,0.23411,9.75261,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,4.13910,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,23,0.37897,509183974648,0.39719,0.08374,0.32877,0.05020,2,1,0.39725,0.08775,1,0.45298,0.11048,0,,0.63401,0.23411,9.75261,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,4.13910,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,24,0.39639,509184148812,0.39905,0.08142,0.32877,0.06763,2,1,0.40649,0.07212,1,0.45298,0.11048,0,,0.63277,0.23335,8.14022,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,3.91607,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,25,0.41467,509184331671,0.39006,0.07572,0.32877,0.08591,2,1,0.34511,0.04723,1,0.45298,0.11048,0,,0.62941,0.22891,7.72385,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,1.97891,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,26,0.42758,509184460780,0.38364,0.07165,0.32877,0.09882,2,1,0.34511,0.04723,1,0.45298,0.11048,0,,0.62899,0.22853,7.43355,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,1.94000,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,27,0.44321,509184616947,0.36168,0.06221,0.32877,0.11444,2,1,0.20797,-0.00389,1,0.45298,0.11048,0,,0.62457,0.22848,7.86946,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.40224,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,28,0.45966,509184781555,0.34554,0.05825,0.32877,0.13089,2,1,0.21647,0.02664,1,0.45298,0.11048,0,,0.62446,0.22872,7.66392,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.37555,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,29,0.47589,509184943891,0.33264,0.05509,0.32877,0.14713,2,1,0.21647,0.02664,1,0.45298,0.11048,0,,0.62446,0.22872,7.66392,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.37555,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,30,0.49261,509185111050,0.32225,0.04862,0.32877,0.16385,2,1,0.21835,-0.01613,1,0.45298,0.11048,0,,0.62380,0.22910,7.33693,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.13902,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,31,0.51099,509185294893,0.31334,0.04669,0.32877,0.18222,2,1,0.21532,0.02549,1,0.45298,0.11048,0,,0.62313,0.22905,7.22458,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.19847,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,32,0.52554,509185440466,0.30580,0.04506,0.32877,0.19678,2,1,0.21532,0.02549,1,0.45298,0.11048,0,,0.62313,0.22905,7.22458,1.03845,1,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.19847,1,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
19,page1-instructions,33,0.54184,509185603402,0.30580,0.04506,0.32877,0.21307,2,1,0.21532,0.02549,0,0.45298,0.11048,0,,0.62313,0.22905,7.22458,1.03845,0,0.62418,0.23974,7.37023,1.03845,0,0,0.00000,12,2.19847,0,3.27148,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
