subj,cond,AOI,duration,order
User 32,page2,bc,0.016690,1
User 32,page2,bc,0.016260,2
User 32,page2,ba,0.016700,3
User 32,page2,ba,0.017640,4
User 32,page2,ba,0.016420,5
User 32,page2,ba,0.049920,6
User 32,page2,ba,0.049190,7
User 32,page2,bc,0.032960,8
User 32,page2,bc,0.016910,9
User 32,page2,bc,0.015810,10
User 32,page2,bc,0.032470,11
User 32,page2,bc,0.013180,12
User 32,page2,bc,0.015990,13
User 32,page2,bc,0.016360,14
User 32,page2,bc,0.100740,15
User 32,page2,bc,0.016510,16
User 32,page2,bc,0.032410,17
User 32,page2,bc,0.016790,18
User 32,page2,bc,0.015470,19
User 32,page2,bc,0.032620,20
User 32,page2,bc,0.033120,21
User 32,page2,bb,0.049290,22
User 32,page2,bc,0.180880,23
User 32,page2,bc,0.031890,24
User 32,page2,bc,0.032620,25
User 32,page2,bc,0.032630,26
User 32,page2,bc,0.033510,27
User 32,page2,bc,0.016450,28
User 32,page2,bc,0.016570,29
User 32,page2,bc,0.032440,30
User 32,page2,bb,0.014130,31
User 32,page2,bb,0.032840,32
User 32,page2,bb,0.032590,33
User 32,page2,bb,0.049560,34
